X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
402606.649999999,132059.559999999,26037453,2026/03/22 17:45:23+00,2026/03/22 16:44:00+00,2026/03/22 17:43:00+00,2483 - 2499 BLOCK OF ALABAMA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,DAY,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,,402606.65,132059.56,38.8563437948,-76.9699684146,924149977,
400930.390000001,136927.66,26037656,2026/03/23 01:20:04+00,2026/03/22 23:08:00+00,2026/03/23 00:30:00+00,1200 - 1299 BLOCK OF H STREET NE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,,400930.39,136927.66,38.9002009211,-76.9892742544,924149978,
404171.700000003,136817.84,26037804,2026/03/23 07:34:39+00,2026/03/23 06:00:00+00,2026/03/23 06:55:00+00,3700 - 3799 BLOCK OF FOOTE STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,,404171.7,136817.84,38.8992022167,-76.9519083736,924149979,
400565.960000001,136465.289999999,26006754,2026/01/15 18:29:07+00,2026/01/14 17:30:00+00,2026/01/14 18:15:00+00,900 - 915 BLOCK OF MARYLAND AVENUE NE,THEFT F/AUTO,OTHERS,DAY,6,6A,1,108,Cluster 25,008100 1,008100,Precinct 85,,400565.96,136465.29,38.8960360352,-76.9934758665,924150033,
405820.1743,135945.4452,26007455,2026/01/17 00:04:26+00,2026/01/16 22:31:00+00,,100 - 199 BLOCK OF 49TH STREET NE,THEFT/OTHER,OTHERS,EVENING,7,7F,6,608,Cluster 33,007804 3,007804,Precinct 98,,405820.174339354,135945.445179588,38.8913339981,-76.9329120519,924150034,
397564.729999997,138552.27,26008452,2026/01/19 01:56:27+00,2026/01/18 03:00:00+00,2026/01/18 06:00:00+00,1800 - 1899 BLOCK OF 12TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 137,,397564.73,138552.27,38.9148330889,-77.0280801015,924150035,
397330.130000003,138792.899999999,26009230,2026/01/20 22:15:35+00,2026/01/20 21:21:00+00,2026/01/20 22:12:00+00,1300 - 1399 BLOCK OF U STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397330.13,138792.9,38.9170000824,-77.0307861136,924150036,
400541.460000001,135710.859999999,26010175,2026/01/22 20:13:02+00,2026/01/22 17:00:00+00,2026/01/22 18:00:00+00,1 - 79 BLOCK OF 9TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 89,,400541.46,135710.86,38.8892398659,-76.9937588861,924150037,
396455.479999997,139555.850000001,26010697,2026/01/23 23:41:11+00,2026/01/23 22:25:00+00,2026/01/23 23:32:00+00,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396455.48,139555.85,38.9238698908,-77.0408755892,924150038,
397945.990000002,140954.379999999,26011419,2026/01/25 16:03:03+00,2026/01/23 19:00:00+00,2026/01/23 19:05:00+00,742 - 828 BLOCK OF ROCK CREEK CHURCH ROAD NW,THEFT/OTHER,OTHERS,DAY,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,,397945.99,140954.38,38.9364730281,-77.0236911368,924150039,
397162.060000002,140182.43,26012396,2026/01/28 21:55:14+00,2026/01/28 20:07:00+00,2026/01/28 20:47:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,924150040,
397904.979999997,139683.600000001,26014389,2026/02/02 18:40:02+00,2026/02/02 16:40:00+00,,700 - 799 BLOCK OF FAIRMONT STREET NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,,397904.98,139683.6,38.9250253546,-77.0241602707,924150041,
402307.310000002,139388.59,26014895,2026/02/03 18:21:09+00,2026/02/03 11:00:00+00,2026/02/03 17:46:00+00,2200 - 2399 BLOCK OF CHANNING STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,,402307.31,139388.59,38.9223672787,-76.9733925421,924150042,
394449.149999999,137479.059999999,26017292,2026/02/09 08:34:46+00,2026/02/08 16:43:00+00,2026/02/08 17:07:00+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,GEORGETOWN,394449.15,137479.06,38.9051510928,-77.0639958956,924150043,
394088.460000001,138708.719999999,26002193,2026/01/06 07:28:06+00,2026/01/06 04:25:00+00,2026/01/06 04:59:00+00,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,,394088.46,138708.72,38.9162259346,-77.0681648844,924150056,
400544.380000003,138310.640000001,26003840,2026/01/09 16:20:36+00,2026/01/09 15:51:00+00,2026/01/09 16:20:00+00,400 - 1229 BLOCK OF NEW YORK AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400544.38,138310.64,38.91265961,-76.9937231684,924150057,
394049.079999998,140572.41,26016861,2026/02/07 16:18:07+00,2026/02/07 07:17:00+00,2026/02/07 15:22:00+00,3200 - 3299 BLOCK OF 35TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3C,2,204,Cluster 15,000600 3,000600,Precinct 27,,394049.08,140572.41,38.933014376,-77.0686351249,924150103,
391384.609999999,142026.16,26017002,2026/02/07 21:53:31+00,2026/02/07 20:35:00+00,2026/02/08 00:00:00+00,5100 - 5199 BLOCK OF YUMA COURT NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,3,3D,2,205,Cluster 13,000904 2,000904,Precinct 9,,391384.61,142026.16,38.9460880874,-77.0993841075,924150104,
401826.009999998,139982.879999999,26020249,2026/02/14 22:48:51+00,2026/02/14 21:18:00+00,2026/02/14 22:37:00+00,1800 - 1801 BLOCK OF RHODE ISLAND AVENUE NE,ROBBERY,OTHERS,EVENING,5,5B,5,504,Cluster 22,009400 2,009400,Precinct 70,,401826.01,139982.88,38.9277219632,-76.9789412206,924150105,
399995.6919,134294.3884,26020774,2026/02/16 01:16:28+00,2026/02/16 00:02:00+00,2026/02/16 01:05:00+00,400 - 499 BLOCK OF M STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,CAPITOL RIVERFRONT,399995.691933949,134294.388378056,38.8764799099,-77.0000496478,924150106,
396612.950000003,138916.969999999,26022127,2026/02/19 05:14:10+00,2026/02/18 19:47:00+00,2026/02/18 21:00:00+00,1700 - 1799 BLOCK OF V STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1B,3,301,Cluster 6,004201 2,004201,Precinct 24,,396612.95,138916.97,38.9181152744,-77.0390564851,924150107,
399058.280000001,137708.629999999,26023028,2026/02/20 23:06:10+00,2026/01/27 20:30:00+00,2026/02/12 20:00:00+00,1 - 99 BLOCK OF N STREET NW,THEFT/OTHER,OTHERS,EVENING,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,,399058.28,137708.63,38.907236162,-77.0108574312,924150108,
405224.719999999,137221.210000001,26023236,2026/02/21 05:17:01+00,2026/02/21 04:24:00+00,2026/02/21 05:17:00+00,4303 - 4399 BLOCK OF SHERIFF ROAD NE,BURGLARY,OTHERS,MIDNIGHT,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,,405224.72,137221.21,38.9028302888,-76.9397660261,924150109,
398273.920000002,137449.760000002,26024303,2026/02/23 19:29:06+00,2026/02/23 17:31:00+00,2026/02/23 19:08:00+00,1100 - 1199 BLOCK OF 6TH STREET NW,BURGLARY,OTHERS,DAY,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,,398273.92,137449.76,38.9049029805,-77.019899951,924150110,
406939.520000003,136829.359999999,26025070,2026/02/25 14:38:07+00,2026/02/25 05:00:00+00,,5500 - 5599 BLOCK OF JAY STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,,406939.52,136829.36,38.8992885003,-76.9200006629,924150111,
400229.740000002,129046.280000001,26027125,2026/03/01 16:35:43+00,2026/03/01 15:01:00+00,2026/03/01 15:48:00+00,600 - 718 BLOCK OF CHESAPEAKE STREET SE,THEFT/OTHER,OTHERS,DAY,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,,400229.74,129046.28,38.8292026565,-76.9973541389,924150112,
397001.240000002,137426.670000002,26420065,2026/01/07 15:32:04+00,2025/12/09 23:30:00+00,2025/12/23 17:00:00+00,1100 - 1199 BLOCK OF 15TH STREET NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,DOWNTOWN,397001.24,137426.67,38.9046915572,-77.0345725582,924150332,
402057.100000001,130397.0,26028958,2026/03/05 18:10:10+00,2026/03/01 04:00:00+00,2026/03/03 14:00:00+00,1926 - 1999 BLOCK OF VALLEY TERRACE SE,THEFT F/AUTO,OTHERS,DAY,8,8E,7,704,Cluster 38,007304 4,007304,Precinct 121,,402057.1,130397,38.8413681846,-76.9763048298,924150411,
402307.310000002,139388.59,26014600,2026/02/03 03:18:15+00,2025/10/31 03:00:00+00,2025/10/31 06:00:00+00,2200 - 2399 BLOCK OF CHANNING STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,,402307.31,139388.59,38.9223672787,-76.9733925421,924150438,
397496.100000001,136376.739999998,26015468,2026/02/05 18:51:53+00,2026/02/04 19:27:00+00,2026/02/04 20:30:00+00,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397496.1,136376.74,38.8952349608,-77.0288635145,924150439,
399156.4454,128511.719799999,26016975,2026/02/08 02:17:52+00,2026/02/07 19:16:00+00,2026/02/07 21:17:00+00,2 - 153 BLOCK OF GALVESTON PLACE SW,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8D,7,708,Cluster 39,009807 2,009807,Precinct 126,,399156.44543717,128511.719828689,38.8243867133,-77.0097143627,924150440,
400131.810000002,132949.079999998,26017658,2026/02/09 16:14:06+00,2026/02/08 02:00:00+00,2026/02/08 18:00:00+00,600 - 999 BLOCK OF HOWARD ROAD SE,THEFT F/AUTO,OTHERS,DAY,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,ANACOSTIA,400131.81,132949.08,38.8643608174,-76.9984812277,924150441,
404647.270000003,136770.079999998,26019054,2026/02/12 18:26:28+00,2026/02/12 13:00:00+00,2026/02/12 13:15:00+00,4120 - 4131 BLOCK OF MINNESOTA AVENUE NE,ROBBERY,OTHERS,DAY,7,7C,6,602,Cluster 30,007803 1,007803,Precinct 99,,404647.27,136770.08,38.898769592,-76.9464262963,924150442,
397360.5,140955.559999999,26005329,2026/01/13 12:54:16+00,2026/01/12 14:30:00+00,2026/01/12 18:00:00+00,1301 - 1334 BLOCK OF SPRING ROAD NW,THEFT F/AUTO,OTHERS,DAY,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 49,,397360.5,140955.56,38.9364820941,-77.0304442355,924150508,
399351.719999999,137531.68,26006218,2026/01/14 12:43:03+00,2026/01/13 19:00:00+00,,1 - 99 BLOCK OF M STREET NE,THEFT/OTHER,OTHERS,DAY,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,NOMA,399351.72,137531.68,38.9056424003,-77.007474088,924150509,
396915.490000002,137186.09,26007041,2026/01/16 01:59:51+00,2026/01/15 04:00:00+00,2026/01/15 06:45:00+00,1500 - 1599 BLOCK OF K STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,DOWNTOWN,396915.49,137186.09,38.9025240311,-77.0355600852,924150510,
401740.25,137077.199999999,26007219,2026/01/16 15:42:42+00,2026/01/07 05:01:00+00,2026/01/15 04:59:00+00,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,,401740.25,137077.2,38.9015468006,-76.9799376272,924150511,
400866.073200002,132842.581700001,26007882,2026/01/18 01:10:50+00,2026/01/17 20:27:00+00,2026/01/17 21:51:00+00,1200 - 1299 BLOCK OF MAPLE VIEW PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,,400866.073182757,132842.581656709,38.8634010195,-76.9900208612,924150512,
401711.390000001,137632.190000001,26044025,2026/04/04 06:36:01+00,2026/04/04 05:20:00+00,,RAUM STREET NE AND 16TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,,401711.39001554,137632.19001315,38.9065464025,-76.980268955,924150513,
402240.409999996,137276.370000001,26044589,2026/04/05 08:06:48+00,2026/04/05 04:10:00+00,2026/04/05 06:40:00+00,900 - 999 BLOCK OF 21ST STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5D,5,507,Cluster 23,008904 2,008904,Precinct 79,,402240.41,137276.37,38.903339862,-76.9741709118,924150514,
402466.060000002,139176.640000001,26420094,2026/01/08 12:45:51+00,2026/01/02 22:15:00+00,2026/01/03 08:55:00+00,2100 - 2199 BLOCK OF 24TH PLACE NE,THEFT F/AUTO,OTHERS,DAY,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,,402466.06,139176.64,38.9204575335,-76.971562629,924150515,
396537.850000001,138223.350000001,26420297,2026/01/21 12:46:04+00,2026/01/17 15:00:00+00,2026/01/18 05:05:00+00,1700 - 1789 BLOCK OF CORCORAN STREET NW,THEFT/OTHER,OTHERS,DAY,2,2B,3,301,Cluster 6,005302 3,005302,Precinct 15,,396537.85,138223.35,38.9118666217,-77.0399189747,924150516,
397868.68,141140.379999999,26420759,2026/02/25 02:16:05+00,2026/02/19 00:00:00+00,2026/02/19 12:00:00+00,3800 - 3899 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 1,002400,Precinct 45,,397868.68,141140.38,38.938148387,-77.024583415,924150517,
396684.609999999,140342.82,26420363,2026/01/23 13:16:50+00,2026/01/22 22:30:00+00,2026/02/12 21:00:00+00,3169 - 3199 BLOCK OF MOUNT PLEASANT STREET NW,THEFT/OTHER,OTHERS,DAY,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,,396684.61,140342.82,38.9309600568,-77.0382370517,924150527,
401208.703100003,133306.761500001,26421166,2026/03/26 13:01:47+00,2026/03/25 17:11:00+00,2026/03/25 17:11:00+00,1300 - 1399 BLOCK OF T STREET SE,THEFT/OTHER,OTHERS,DAY,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,,401208.703103075,133306.761529139,38.8675821391,-76.9860721669,924150528,
399514.156300001,130292.6844,26020770,2026/02/16 01:44:23+00,2026/02/15 23:30:00+00,2026/02/16 01:45:00+00,3500 - 3599 BLOCK OF BROTHERS PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 124,,399514.156285502,130292.684438342,38.8404307341,-77.0055962268,924150529,
402017.880000003,136018.170000002,26023614,2026/02/22 01:18:36+00,2026/02/19 03:30:00+00,2026/02/22 01:19:00+00,1900 - 1999 BLOCK OF CONSTITUTION AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7D,1,108,Cluster 25,008002 1,008002,Precinct 86,,402017.88,136018.17,38.8920060801,-76.9767400965,924150530,
398099.299999997,137916.59,26024434,2026/02/24 00:19:07+00,2026/02/23 20:40:00+00,2026/02/23 22:00:00+00,1400 - 1499 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,,398099.3,137916.59,38.9091079868,-77.0219144344,924150531,
407489.129600003,136207.270100001,26024468,2026/02/24 01:26:11+00,2026/02/24 01:05:00+00,2026/02/24 01:13:00+00,300 - 399 BLOCK OF 61ST STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,,407489.129572903,136207.270107831,38.89367998,-76.9136715057,924150532,
398002.049999997,139987.09,26024494,2026/02/24 02:46:23+00,2026/02/24 02:00:00+00,2026/02/24 02:29:00+00,2913 - 2928 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,1,1E,3,306,Cluster 2,003200 4,003200,Precinct 37,,398002.05,139987.09,38.9277595141,-77.0230417197,924150533,
397041.420000002,139564.199999999,26420610,2026/02/12 12:16:06+00,2026/02/05 21:49:00+00,2026/02/05 21:49:00+00,2600 - 2699 BLOCK OF UNIVERSITY PLACE NW,THEFT/OTHER,OTHERS,DAY,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,,397041.42,139564.2,38.9239472784,-77.0341185353,924150680,
398002.049999997,139987.09,26420672,2026/02/18 12:01:21+00,2026/02/16 15:00:00+00,2026/02/16 19:00:00+00,2913 - 2928 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,,398002.05,139987.09,38.9277595141,-77.0230417197,924150681,
397171.109999999,137408.25,26027415,2026/03/02 04:27:23+00,2026/03/02 03:29:00+00,2026/03/02 03:32:00+00,1100 - 1199 BLOCK OF VERMONT AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397171.11,137408.25,38.9045261865,-77.0326140595,924150782,
399081.189999998,139270.149999999,26031399,2026/03/10 16:21:43+00,2026/03/09 22:00:00+00,2026/03/10 16:22:00+00,1 - 99 BLOCK OF BRYANT STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,,399081.19,139270.15,38.9213028817,-77.010595383,924150783,
393930.75,143053.27,26031518,2026/03/10 20:44:24+00,2026/03/10 19:47:00+00,2026/03/10 19:55:00+00,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,,393930.75,143053.27,38.9553618526,-77.0700218345,924150784,
399489.560000002,137478.539999999,26032344,2026/03/12 12:36:38+00,2026/03/12 10:45:00+00,2026/03/12 11:15:00+00,1151 - 1199 BLOCK OF 1ST STREET NE,THEFT/OTHER,OTHERS,DAY,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,NOMA,399489.56,137478.54,38.9051637874,-77.0058848768,924150785,
395499.25,139592.960000001,26033411,2026/03/14 15:09:40+00,2026/03/14 14:36:00+00,2026/03/14 15:08:00+00,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,,395499.25,139592.96,38.9241998122,-77.0519031245,924150786,
391553.579999998,140261.66,26043006,2026/04/02 13:47:53+00,2026/03/02 19:00:00+00,2026/04/02 18:30:00+00,2900 - 3099 BLOCK OF UNIVERSITY TERRACE NW,THEFT F/AUTO,OTHERS,DAY,3,3D,2,205,Cluster 13,000902 1,000902,Precinct 8,,391553.58,140261.66,38.9301946009,-77.0974132103,924150841,
399075.686800003,133852.2797,26044094,2026/04/04 11:54:05+00,2026/04/04 10:55:00+00,2026/04/04 11:30:00+00,1400 - 1499 BLOCK OF HALF STREET SW,MOTOR VEHICLE THEFT,OTHERS,DAY,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,,399075.686781095,133852.279705646,38.8724967329,-77.0106515543,924150842,
402183.880000003,136751.77,26044246,2026/04/04 19:18:47+00,2026/04/04 18:30:00+00,2026/04/04 18:48:00+00,1920 - 2099 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,EVENING,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402183.88,136751.77,38.8986142204,-76.974824299,924150843,
397799.859999999,141494.879999999,26420727,2026/02/20 03:01:50+00,2026/02/19 13:00:00+00,2026/02/19 13:05:00+00,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,,397799.86,141494.88,38.9413416569,-77.0253783465,924150844,
400256.780000001,140547.219999999,26420901,2026/03/05 13:02:28+00,2026/02/28 20:15:00+00,2026/03/01 20:15:00+00,600 - 699 BLOCK OF MICHIGAN AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5F,5,502,Cluster 20,009201 2,009201,Precinct 74,,400256.78,140547.22,38.9328075718,-76.9970384286,924150845,
397612.299999997,144311.09,26421070,2026/03/18 15:02:00+00,2026/03/14 02:35:00+00,2026/03/14 05:35:00+00,6300 - 6399 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,DAY,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,,397612.3,144311.09,38.9667103382,-77.0275516322,924150846,
400541.600000001,136543.75,26420926,2026/03/07 02:31:54+00,2026/03/06 20:00:00+00,2026/03/06 22:20:00+00,500 - 599 BLOCK OF 9TH STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,,400541.6,136543.75,38.8967428468,-76.9937566158,924150862,
401904.18,137607.57,26027356,2026/03/02 01:26:51+00,2026/03/01 06:00:00+00,2026/03/01 06:30:00+00,1200 - 1299 BLOCK OF 18TH STREET NE,ROBBERY,OTHERS,EVENING,5,5D,5,507,Cluster 23,008903 2,008903,Precinct 78,,401904.18,137607.57,38.9063242203,-76.9780462992,924150863,
399283.189999998,134605.960000001,26029425,2026/03/06 15:43:04+00,2026/03/06 15:09:00+00,,1 - 69 BLOCK OF I STREET SE,THEFT/OTHER,OTHERS,DAY,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,CAPITOL RIVERFRONT,399283.19,134605.96,38.8792863775,-77.0082611251,924150864,
391835.780000001,139660.789999999,26031187,2026/03/10 02:53:22+00,2026/03/10 00:55:00+00,2026/03/10 02:07:00+00,4805 - 4899 BLOCK OF DEXTER STREET NW,SEX ABUSE,OTHERS,EVENING,3,3D,2,205,Cluster 13,000804 1,000804,Precinct 8,,391835.78,139660.79,38.9247844461,-77.0941514312,924150865,
395137.119599998,139491.5009,26032450,2026/03/12 15:29:43+00,2026/03/11 22:00:00+00,2026/03/12 14:37:00+00,CALVERT STREET NW AND 28TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,,395137.11964144,139491.50089488,38.9232839069,-77.0560785303,924150866,
396835.859999999,139570.98,26421082,2026/03/19 01:45:54+00,2026/03/13 23:30:00+00,2026/03/13 23:30:00+00,2600 - 2699 BLOCK OF 16TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,304,Cluster 2,003702 1,003702,Precinct 36,,396835.86,139570.98,38.9240076386,-77.0364890975,924150892,
396525.039999999,138634.890000001,26421094,2026/03/19 17:16:30+00,2026/03/19 15:35:00+00,2026/03/19 15:40:00+00,1700 - 1799 BLOCK OF T STREET NW,THEFT/OTHER,OTHERS,DAY,2,2B,3,301,Cluster 6,004201 3,004201,Precinct 141,,396525.04,138634.89,38.9155738614,-77.0400687581,924150893,
392732.090000004,137703.48,26030303,2026/03/08 06:27:54+00,2026/03/08 03:45:00+00,2026/03/08 03:46:00+00,4529 - 4599 BLOCK OF WESTHALL DRIVE NW,THEFT/OTHER,OTHERS,MIDNIGHT,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,,392732.09,137703.48,38.907160225,-77.0837942906,924150950,
393203.590000004,140507.399999999,26033136,2026/03/14 01:14:38+00,2026/03/13 17:17:00+00,2026/03/13 22:58:00+00,3900 - 4099 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3A,2,205,Cluster 14,000703 1,000703,Precinct 28,,393203.59,140507.4,38.9324226132,-77.0783859624,924150951,
397228.869999997,138264.18,26033493,2026/03/14 19:30:32+00,2026/03/14 18:51:00+00,2026/03/14 19:27:00+00,1618 - 1699 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,,397228.87,138264.18,38.9122368826,-77.0319516027,924150952,
406775.5766,136516.849399999,26037362,2026/03/22 15:09:27+00,2026/03/22 05:47:00+00,2026/03/22 10:00:00+00,500 - 599 BLOCK OF 55TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,,406775.576612241,136516.849404118,38.8964745718,-76.9218936968,924150953,
397216.270000003,137538.440000001,26037370,2026/03/22 13:51:12+00,2026/03/22 10:16:00+00,,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,DAY,2,2F,2,208,Cluster 7,005203 3,005203,Precinct 17,,397216.27,137538.44,38.9056991277,-77.032093941,924150954,
396217.890000001,138008.23,26002120,2026/01/06 02:49:23+00,2026/01/06 00:46:00+00,2026/01/06 02:49:00+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,BURGLARY,OTHERS,EVENING,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,DUPONT CIRCLE,396217.89,138008.23,38.9099274291,-77.0436069637,924151083,
403858.609999999,135824.280000001,26006167,2026/01/14 06:19:53+00,2026/01/14 05:19:00+00,2026/01/14 05:21:00+00,1 - 99 BLOCK OF 35TH STREET NE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,403858.61,135824.28,38.8902532948,-76.9555232751,924151084,
397330.130000003,138792.899999999,26018656,2026/02/11 18:04:26+00,2026/02/11 17:26:00+00,2026/02/11 17:36:00+00,1300 - 1399 BLOCK OF U STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397330.13,138792.9,38.9170000824,-77.0307861136,924151092,
401645.969999999,136614.640000001,26012246,2026/01/28 15:22:45+00,2026/01/28 14:35:00+00,2026/01/28 15:00:00+00,1600 - 1699 BLOCK OF ROSEDALE STREET NE,THEFT/OTHER,OTHERS,DAY,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,,401645.97,136614.64,38.8973800756,-76.9810256372,924151169,
